"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_5","Family_41","Family_2"
"CD31","CD31","Uganda","AE","Animal","Site_5","Frugivore_193","Plant_188","Family_41","Family_24"
"CD74","CD74","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_691","Family_41","Family_68"
"CD74","CD74","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_22","Family_41","Family_3"
"CD70","CD70","Uganda","AE","Animal","Site_12","Frugivore_193","Plant_22","Family_41","Family_3"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_22","Family_41","Family_3"
"CD70","CD70","Uganda","AE","Animal","Site_12","Frugivore_193","Plant_621","Family_41","Family_59"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_802","Family_41","Family_79"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_805","Family_41","Family_79"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_614","Family_41","Family_58"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_614","Family_41","Family_58"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_614","Family_41","Family_58"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_614","Family_41","Family_58"
"CD70","CD70","Uganda","AE","Animal","Site_12","Frugivore_193","Plant_304","Family_41","Family_37"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_304","Family_41","Family_37"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_304","Family_41","Family_37"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_106","Family_41","Family_6"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_153","Family_41","Family_14"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_153","Family_41","Family_14"
"CD74","CD74","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_934","Family_41","Family_87"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_617","Family_41","Family_58"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_617","Family_41","Family_58"
"CD31","CD31","Uganda","AE","Animal","Site_5","Frugivore_193","Plant_203","Family_41","Family_25"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_918","Family_41","Family_84"
"CD31","CD31","Uganda","AE","Animal","Site_5","Frugivore_193","Plant_624","Family_41","Family_59"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_110","Family_41","Family_6"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_110","Family_41","Family_6"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_113","Family_41","Family_6"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_819","Family_41","Family_80"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_684","Family_41","Family_67"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_684","Family_41","Family_67"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_684","Family_41","Family_67"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_689","Family_41","Family_67"
"CD73","CD73","Tanzania","AE","Animal","Site_14","Frugivore_193","Plant_66","Family_41","Family_5"
"CD70","CD70","Uganda","AE","Animal","Site_12","Frugivore_193","Plant_72","Family_41","Family_5"
"CD74","CD74","Uganda","AE","Animal","Site_11","Frugivore_193","Plant_72","Family_41","Family_5"
"CD31","CD31","Uganda","AE","Animal","Site_5","Frugivore_193","Plant_820","Family_41","Family_80"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_925","Family_41","Family_84"
"CD24","CD24","Cameroon","AC","Animal","Site_13","Frugivore_193","Plant_437","Family_41","Family_46"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_954","Family_43","Family_94"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_309","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_44","Family_43","Family_5"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_207","Family_43","Family_26"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_557","Family_43","Family_56"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_388","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_665","Family_43","Family_67"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_154","Family_43","Family_15"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_472","Family_43","Family_51"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_948","Family_43","Family_93"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_478","Family_43","Family_51"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_769","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_770","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_346","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_346","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_357","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_315","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_239","Family_43","Family_35"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_256","Family_43","Family_35"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_732","Family_43","Family_75"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_734","Family_43","Family_75"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_367","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_777","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_506","Family_43","Family_51"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_779","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_133","Family_43","Family_12"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_14","Family_43","Family_3"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_15","Family_43","Family_3"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_18","Family_43","Family_3"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_376","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_296","Family_43","Family_37"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_902","Family_43","Family_84"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_377","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_907","Family_43","Family_84"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_787","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_793","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_187","Family_43","Family_24"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_384","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_384","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_896","Family_43","Family_84"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_803","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_304","Family_43","Family_37"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_107","Family_43","Family_6"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_788","Family_43","Family_79"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_932","Family_43","Family_87"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_395","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_237","Family_43","Family_33"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_400","Family_43","Family_38"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_689","Family_43","Family_67"
"CD52","CD52","Uganda","AE","Animal","Site_12","Frugivore_226","Plant_67","Family_43","Family_5"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_468","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_394","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_402","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_403","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_270","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_469","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_313","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_320","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_321","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_956","Family_43","Family_95"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_956","Family_43","Family_95"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_392","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_388","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_745","Family_43","Family_76"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_1","Family_43","Family_1"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_718","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_695","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_696","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_332","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_334","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_760","Family_43","Family_79"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_275","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_170","Family_43","Family_19"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_946","Family_43","Family_93"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_949","Family_43","Family_93"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_204","Family_43","Family_26"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_205","Family_43","Family_26"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_142","Family_43","Family_14"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_342","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_342","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_276","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_226","Family_43","Family_30"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_227","Family_43","Family_30"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_228","Family_43","Family_30"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_951","Family_43","Family_93"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_701","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_238","Family_43","Family_34"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_238","Family_43","Family_34"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_252","Family_43","Family_35"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_252","Family_43","Family_35"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_253","Family_43","Family_35"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_256","Family_43","Family_35"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_256","Family_43","Family_35"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_700","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_702","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_703","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_268","Family_43","Family_36"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_285","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_286","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_286","Family_43","Family_37"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_581","Family_43","Family_56"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_586","Family_43","Family_56"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_671","Family_43","Family_67"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_556","Family_43","Family_55"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_862","Family_43","Family_83"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_818","Family_43","Family_80"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_508","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_509","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_510","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_433","Family_43","Family_46"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_2","Family_43","Family_1"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_705","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_374","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_375","Family_43","Family_38"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_214","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_215","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_216","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_217","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_218","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_219","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_220","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_221","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_222","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_223","Family_43","Family_28"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_133","Family_43","Family_12"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_133","Family_43","Family_12"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_17","Family_43","Family_3"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_944","Family_43","Family_91"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_706","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_171","Family_43","Family_19"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_901","Family_43","Family_84"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_781","Family_43","Family_79"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_606","Family_43","Family_56"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_708","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_699","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_707","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_796","Family_43","Family_79"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_681","Family_43","Family_67"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_209","Family_43","Family_26"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_422","Family_43","Family_43"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_212","Family_43","Family_27"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_212","Family_43","Family_27"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_233","Family_43","Family_32"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_234","Family_43","Family_32"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_23","Family_43","Family_3"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_23","Family_43","Family_3"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_710","Family_43","Family_72"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_521","Family_43","Family_51"
"CD33","CD33","Tanzania","AE","Animal","Site_15","Frugivore_227","Plant_522","Family_43","Family_51"
